iotkey,tripid,tripstarttime,tripendtime,tripdistance,clat,clon,tripmaxacc,tripmaxacctime
11074_SO54893_222,2103e7b9-ecab-4411-b471-f314b6212ade,11/14/2011 0:08,11/14/2011 1:59,19.27000005,-31.93640064,115.9548694,10,11/14/2011 1:07
11013_SO74908_222,03e89814-11fc-4a6b-bcb8-6012c95993e3,11/12/2011 13:21,11/12/2011 13:23,0.510000007,44.53949458,-122.8894094,8.699999809,11/12/2011 13:23
11013_SO74908_222,6a88c120-f6df-4d9a-9321-dadb5444cac0,11/11/2011 20:31,11/11/2011 20:34,0.656000003,44.53982005,-122.9050172,9.800000191,11/11/2011 20:32
11029_SO57294_222,b10e405c-7c9d-44be-8ba5-7ebb2f69d8c8,11/10/2011 7:54,11/10/2011 8:28,10.79700003,-36.7486206,144.2583417,10,11/10/2011 8:01
11066_SO66656_222,22f19d65-f2c9-457b-9e19-7d72c871afe7,11/10/2011 6:37,11/10/2011 6:57,6.727000039,44.5443681,-122.8925966,9.800000191,11/10/2011 6:41
11013_SO74908_222,feabda96-7e5e-47f3-840a-6b0dc55e8458,11/9/2011 11:54,11/9/2011 11:55,0.163000003,44.55389862,-122.8988159,9.199999809,11/9/2011 11:54
11013_SO74908_222,f0f72a72-42cc-41ca-a0a8-3ed5c3ebc18c,11/7/2011 8:36,11/7/2011 8:42,1.072000006,44.55532736,-122.8930078,9.899999619,11/7/2011 8:41
11045_SO55973_222,c7ca666c-ea55-47a4-87a7-4b5027e3f976,11/7/2011 5:18,11/7/2011 5:41,6.857000044,-33.98668943,151.2275069,9.899999619,11/7/2011 5:31
11074_SO54893_222,4e6106c6-50e7-462c-9a9a-66052ac54a82,11/6/2011 21:15,11/6/2011 21:52,11.63000004,-31.94919789,115.9335567,9.899999619,11/6/2011 21:34
11013_SO74908_222,317cbfc7-e0f4-4d50-8fc6-2c3f0d07d96c,11/5/2011 5:00,11/5/2011 5:03,0.493000001,44.54024959,-122.8975329,9.800000191,11/5/2011 5:02
11029_SO57294_222,58ccafda-303a-48bd-bd6b-a33a59ffa2bc,11/3/2011 16:52,11/3/2011 17:42,16.80500008,-36.75996644,144.2618176,10,11/3/2011 16:59
11013_SO74908_222,9995adc5-99ec-4d94-9cbf-9bb45643b724,11/3/2011 5:24,11/3/2011 5:24,0.072000001,44.54941432,-122.8837255,1.700000048,11/3/2011 5:24
11074_SO54893_222,80c3d632-34f4-48fb-85fb-07637098e3ba,11/2/2011 2:36,11/2/2011 3:11,11.83699999,-31.94705157,115.9460652,10,11/2/2011 3:10
11013_SO74908_222,08033fdb-6b4c-4e4f-a9f4-6018869367a6,10/31/2011 18:39,10/31/2011 18:39,0.09,44.53682327,-122.9009145,4.5,10/31/2011 18:39
11066_SO66656_222,c0eeac02-9098-495f-9430-d81e8aad9475,10/31/2011 9:40,10/31/2011 10:19,14.33300003,44.53916091,-122.908711,10,10/31/2011 10:03
11029_SO57294_222,b51f1852-6e52-42bc-882f-3279799515aa,10/30/2011 7:28,10/30/2011 8:17,8.583000033,-36.74453506,144.2814344,10,10/30/2011 7:42
11013_SO74908_222,35e3aae4-39c0-4bc9-b866-414aebfe4813,10/29/2011 1:22,10/29/2011 1:22,0,44.53944016,-122.8937607,0,10/29/2011 1:22
11074_SO54893_222,0de4ba38-97fb-4acc-98a8-17b0e5a62171,10/27/2011 23:39,10/28/2011 0:06,11.12400002,-31.9520259,115.9357482,9.899999619,10/28/2011 0:03
11045_SO55973_222,59e22cc3-4532-4196-a345-3b1877cbf079,10/27/2011 13:17,10/27/2011 13:56,11.09500003,-33.95059687,151.2181366,10,10/27/2011 13:20
11013_SO74908_222,d9696eb0-9429-4857-9c46-e2466c4ed893,10/27/2011 12:20,10/27/2011 12:20,0,44.54272079,-122.8858719,0,10/27/2011 12:20
11013_SO74908_222,cad41f18-ef6b-44c8-915c-f57831261a11,10/25/2011 1:15,10/25/2011 1:15,0,44.54288864,-122.8858032,0,10/25/2011 1:15
11029_SO57294_222,03544cc1-8078-44c5-ac4c-8523ef3402d5,10/24/2011 10:02,10/24/2011 11:07,18.00700007,-36.74804242,144.2728771,10,10/24/2011 11:03
11066_SO66656_222,6592d4b7-a6a4-4d75-92ce-348d93f5bb07,10/21/2011 2:34,10/21/2011 3:04,10.56000002,44.52033459,-122.911267,10,10/21/2011 2:39
11013_SO74908_222,a9b62164-9fe1-4e5a-bc77-f4af90e86ec9,10/19/2011 20:22,10/19/2011 20:22,0,44.54504013,-122.8835297,0,10/19/2011 20:22
11013_SO74908_222,94ba7720-6230-40be-a574-30785331e4ce,10/18/2011 14:26,10/18/2011 14:26,0,44.54841995,-122.9101791,0,10/18/2011 14:26
11045_SO55973_222,dff5e796-571b-4b01-a41c-f72366f7686a,10/18/2011 7:17,10/18/2011 7:37,6.652000009,-33.9670205,151.2141507,9.899999619,10/18/2011 7:36
11029_SO57294_222,7a298cb5-74cb-49fb-89bf-167e5626a6c3,10/17/2011 18:15,10/17/2011 18:48,5.769000002,-36.75208248,144.2710256,10,10/17/2011 18:19
11074_SO54893_222,532832bd-0d31-40cd-8d6b-d459231bc50e,10/17/2011 2:50,10/17/2011 3:28,14.417,-31.96293801,115.9354987,9.899999619,10/17/2011 3:28
11066_SO66656_222,e81cadaf-89b3-4ffd-aec7-bbc1777a9fc3,10/14/2011 4:34,10/14/2011 4:58,7.927000035,44.52879375,-122.9129002,10,10/14/2011 4:51
11074_SO54893_222,62bf8e03-86a7-40a4-aa61-f1881f468f34,10/12/2011 17:19,10/12/2011 17:51,14.68400005,-31.94642068,115.9363885,10,10/12/2011 17:40
11013_SO74908_222,b678a1b0-3fbd-437f-a500-45dc413e83b5,10/12/2011 15:57,10/12/2011 15:57,0.048999999,44.55401993,-122.8855362,3.099999905,10/12/2011 15:57
11029_SO57294_222,1ba07d32-c0ca-4d9f-b414-8244ca98550c,10/11/2011 4:27,10/11/2011 5:18,9.456000036,-36.73735307,144.2841754,9.899999619,10/11/2011 5:03
11013_SO74908_222,5dbefc80-5aeb-486c-a710-1cda41ceea71,10/9/2011 14:35,10/9/2011 14:35,0,44.5398407,-122.8936615,0,10/9/2011 14:35
11013_SO74908_222,aa4bc34c-657c-4736-8780-b6be37b8cda0,10/8/2011 8:21,10/8/2011 8:21,0.052999999,44.55988121,-122.8998718,0.100000001,10/8/2011 8:21
11066_SO66656_222,ee179162-4040-452b-a815-c95c8cc986ec,10/6/2011 21:53,10/6/2011 22:42,15.57100004,44.53384948,-122.9057419,9.899999619,10/6/2011 22:41
11029_SO57294_222,fa01823b-cd0e-4441-9ae0-76a278adef3e,10/5/2011 17:22,10/5/2011 17:46,6.775000022,-36.74640393,144.2638301,9.899999619,10/5/2011 17:30
11013_SO74908_222,4d08deb0-341c-4a57-b783-cd59e75d163d,10/4/2011 10:40,10/4/2011 10:41,0.160999998,44.55176163,-122.8883652,7.300000191,10/4/2011 10:40
11074_SO54893_222,4e343dab-4b15-41f7-9ca8-56c7dd315daf,10/3/2011 2:49,10/3/2011 3:38,17.18300006,-31.9627222,115.9367414,10,10/3/2011 2:49
11045_SO55973_222,05fe1149-0bdc-42e8-8678-b446dc9d5647,10/1/2011 20:25,10/1/2011 20:54,8.993000044,-33.97557522,151.2242535,10,10/1/2011 20:26
11029_SO57294_222,2bf1af1a-6ac0-4822-947f-3bf76bb04503,9/30/2011 17:54,9/30/2011 18:42,8.938000042,-36.75671698,144.2790418,10,9/30/2011 18:27
11013_SO74908_222,70f3a697-ecd3-4859-b525-2375a4d2b481,9/30/2011 17:32,9/30/2011 17:34,0.558,44.54747094,-122.8925807,9.5,9/30/2011 17:33
11066_SO66656_222,7b536893-18e7-4756-976c-8eb0a4f5795b,9/29/2011 22:37,9/29/2011 22:52,5.422000002,44.53332018,-122.9326982,9.899999619,9/29/2011 22:44
11013_SO74908_222,a1d2ad63-58c9-4fe0-a3b2-c1e72e422342,9/28/2011 8:08,9/28/2011 8:08,0,44.55805969,-122.895462,0,9/28/2011 8:08
11013_SO74908_222,fc3060e6-3dd6-4bdd-8164-f3e22a6eb0f1,9/27/2011 3:26,9/27/2011 3:26,0.167999998,44.53108292,-122.8950836,8.899999619,9/27/2011 3:26
11013_SO74908_222,bccffc01-d98c-4fb1-9c06-c3f52455f39e,9/26/2011 6:11,9/26/2011 6:11,0,44.54990005,-122.9037323,0,9/26/2011 6:11
11045_SO55973_222,92e0b70f-775c-4a82-bcd5-b3d4721210b8,9/25/2011 10:24,9/25/2011 10:41,6.627000041,-33.96457464,151.2157674,9.899999619,9/25/2011 10:26
11074_SO54893_222,c7c245b9-7b3b-473a-b254-fa24d40e2d68,9/25/2011 6:50,9/25/2011 7:54,13.19500005,-31.9431462,115.9223462,10,9/25/2011 7:52
11013_SO74908_222,0a87f4ba-386a-4e99-a309-9758ecb8181c,9/24/2011 15:07,9/24/2011 15:07,0,44.5490303,-122.9020004,0,9/24/2011 15:07
11029_SO57294_222,02c20821-aa5a-405e-93cb-8bd0dac05c2c,9/23/2011 16:18,9/23/2011 17:11,10.58000003,-36.75387079,144.2833574,9.899999619,9/23/2011 16:40
11013_SO74908_222,b9be358c-570f-4d43-a4b8-c19c19fbd05b,9/21/2011 7:51,9/21/2011 7:54,0.667000005,44.54902187,-122.9008532,8,9/21/2011 7:53
11045_SO55973_222,5c1f3880-4d95-45fd-b7eb-8c46af1a3e19,9/20/2011 5:59,9/20/2011 6:19,6.226000015,-33.97785391,151.226562,10,9/20/2011 6:10
11013_SO74908_222,f230649e-a2dc-49ce-816f-36d57996ec6b,9/19/2011 16:11,9/19/2011 16:11,0,44.55722046,-122.9018097,0,9/19/2011 16:11
11013_SO74908_222,e0be830b-16d6-4a2d-a07f-77778d3b71e6,9/17/2011 23:02,9/17/2011 23:06,0.93,44.56120162,-122.8900826,9.699999809,9/17/2011 23:03
11029_SO57294_222,eaa60705-7ebb-4413-afa3-810c74a66b33,9/17/2011 16:05,9/17/2011 17:06,11.81300007,-36.75820803,144.2783224,10,9/17/2011 16:43
11013_SO74908_222,6abda3da-a140-4ace-9d87-2e23936986ff,9/17/2011 3:14,9/17/2011 3:21,1.93900001,44.55702718,-122.904548,9.800000191,9/17/2011 3:19
11074_SO54893_222,3932940d-0710-4cf6-b58f-a7bddc357540,9/16/2011 4:37,9/16/2011 6:02,19.61900008,-31.9702857,115.9589567,10,9/16/2011 4:55
11013_SO74908_222,4a776a35-27ab-4bbe-a1a3-0fbc1fc94ec6,9/15/2011 0:09,9/15/2011 0:10,0.276999999,44.55658449,-122.8926675,4.800000191,9/15/2011 0:10
11045_SO55973_222,bbab7428-7d32-4453-ae84-e4e7caa94952,9/13/2011 13:00,9/13/2011 13:26,10.64300006,-33.95328655,151.2280364,9.899999619,9/13/2011 13:09
11013_SO74908_222,2361c4b7-9d65-4548-9810-1ff532112b39,9/12/2011 7:33,9/12/2011 7:36,0.698000005,44.53960559,-122.9147259,9.600000381,9/12/2011 7:33
11066_SO66656_222,dd95c395-29a5-402d-91a0-f1644c964bb0,9/11/2011 12:16,9/11/2011 12:38,7.410999995,44.54968987,-122.9086079,10,9/11/2011 12:17
11013_SO74908_222,fc03ad35-bce8-4584-a342-8eb5f7a3e29b,9/10/2011 20:21,9/10/2011 20:22,0.293,44.54474716,-122.886042,9.699999809,9/10/2011 20:21
11074_SO54893_222,483fdd1f-1484-4f7c-bbdb-792f50b57dc5,9/9/2011 20:53,9/9/2011 22:08,19.6270001,-31.92746088,115.9529308,10,9/9/2011 21:46
11013_SO74908_222,2a4ee134-c10c-4f88-9637-99639a6d21a5,9/9/2011 15:33,9/9/2011 15:35,0.401999999,44.53860508,-122.8865599,9.899999619,9/9/2011 15:34
11029_SO57294_222,d86e753c-4406-4116-adac-9ce029dba038,9/8/2011 11:30,9/8/2011 11:55,7.349000005,-36.76421522,144.2706565,9.899999619,9/8/2011 11:32
11013_SO74908_222,ee007377-6eb6-4914-b3d3-d4d5d3256ced,9/7/2011 4:42,9/7/2011 4:42,0,44.51988983,-122.8799286,0,9/7/2011 4:42
11013_SO74908_222,075a89be-68b8-4a5e-92c8-139282c393e5,9/5/2011 7:12,9/5/2011 7:19,1.294000009,44.54597801,-122.9105152,10,9/5/2011 7:13
11013_SO74908_222,db6b9364-332c-4aa6-8c4a-6e1a02e30462,9/4/2011 16:02,9/4/2011 16:02,0,44.54727173,-122.9041824,0,9/4/2011 16:02
11013_SO74908_222,3655da5b-f17c-4470-9c48-b5d4c4865ef1,9/3/2011 3:30,9/3/2011 3:38,1.080000009,44.54605749,-122.8876411,9,9/3/2011 3:34
11066_SO66656_222,227172e2-44a8-4a9e-8102-a3bf31461ca2,9/2/2011 11:33,9/2/2011 12:08,11.85400001,44.5423854,-122.9130684,9.899999619,9/2/2011 11:44
11013_SO74908_222,363eef15-86b0-4264-8475-b41238773e07,9/1/2011 11:59,9/1/2011 11:59,0,44.57408142,-122.8876419,0,9/1/2011 11:59
11074_SO54893_222,3f46d9fd-0f83-4de0-adc8-cf3ac4b93855,8/31/2011 23:30,9/1/2011 0:35,19.91400004,-31.94947433,115.945686,9.899999619,9/1/2011 0:09
11029_SO57294_222,a25c2f72-41e1-4847-ac6a-9ccab0bad716,8/30/2011 20:30,8/30/2011 21:07,12.79700006,-36.73974621,144.2820643,10,8/30/2011 20:59
11013_SO74908_222,9b19457d-dbd1-4b7d-a64a-8be45ec95111,8/30/2011 16:43,8/30/2011 16:45,0.487999994,44.53998733,-122.9045005,9.399999619,8/30/2011 16:44
11045_SO55973_222,7c5c75d9-cbe0-47e1-bed4-5f9f7c8ea61b,8/29/2011 10:11,8/29/2011 10:57,13.21900004,-33.98726212,151.2363316,9.899999619,8/29/2011 10:53
11013_SO74908_222,71ad7c23-1f93-4f7d-8f2f-9db6e0398c16,8/28/2011 1:31,8/28/2011 1:31,0,44.54587936,-122.8892212,0,8/28/2011 1:31
11066_SO66656_222,7e15b231-d26c-4fda-af8d-742df46b1022,8/27/2011 5:09,8/27/2011 5:32,7.786000002,44.51879387,-122.8979055,9.800000191,8/27/2011 5:26
11013_SO74908_222,0e47de67-c0a6-4713-b277-6552cfb7fc11,8/25/2011 19:07,8/25/2011 19:10,0.808,44.55307631,-122.8863602,9.800000191,8/25/2011 19:08
11074_SO54893_222,e2af1b22-3111-4aaa-96e7-8f8a51667245,8/25/2011 4:37,8/25/2011 6:35,28.83000006,-31.93463773,115.9261662,10,8/25/2011 6:17
11066_SO66656_222,528bf50d-6931-4bc6-ba0a-8200f54496f9,8/24/2011 10:43,8/24/2011 11:14,11.01600004,44.52180354,-122.9184341,9.899999619,8/24/2011 11:07
11029_SO57294_222,2a2c716e-cfc7-4dee-8473-f973d8968b92,8/24/2011 9:00,8/24/2011 9:45,11.679,-36.74054086,144.2731039,10,8/24/2011 9:16
11013_SO74908_222,81413dfb-35f2-4650-baf0-6fc7729b0d84,8/21/2011 16:42,8/21/2011 16:42,0,44.55617905,-122.9153519,0,8/21/2011 16:42
11045_SO55973_222,5dedd189-35b7-41b6-84e9-d284e6bc7c5c,8/19/2011 9:44,8/19/2011 10:16,11.21000008,-33.9480978,151.2282753,10,8/19/2011 9:52
11013_SO74908_222,786ec758-57e8-4cb8-a1bd-b298c56ba654,8/16/2011 19:03,8/16/2011 19:03,0,44.55329895,-122.883049,0,8/16/2011 19:03
11045_SO55973_222,a690b31f-982e-4f3b-90ac-6b625111a1ab,8/15/2011 12:27,8/15/2011 13:09,16.69200011,-33.97104362,151.2087413,10,8/15/2011 12:38
11013_SO74908_222,f9ec3f9c-4806-4c91-ac72-445b8f922a7e,8/15/2011 1:31,8/15/2011 1:35,1.115000006,44.56394615,-122.9017431,9.699999809,8/15/2011 1:33
11029_SO57294_222,80f487b0-cdf3-4509-9cc2-035dfa7258c0,8/14/2011 16:50,8/14/2011 17:37,9.240000024,-36.7525446,144.2797583,10,8/14/2011 17:26
11066_SO66656_222,45f0904d-3a59-425e-ac94-e7d8e58d9403,8/14/2011 8:58,8/14/2011 9:32,11.47500003,44.5390296,-122.9249432,10,8/14/2011 9:13
11074_SO54893_222,f2799f87-1aea-47ef-a16f-a38f55e7be48,8/12/2011 1:03,8/12/2011 2:08,10.54500004,-31.9528315,115.9402703,10,8/12/2011 2:06
11013_SO74908_222,84aae754-6839-4250-bd80-2487785fac05,8/10/2011 9:56,8/10/2011 9:56,0,44.56721115,-122.8949585,0,8/10/2011 9:56
11029_SO57294_222,f3fffe34-676d-488e-9bd7-385dcdc17963,8/9/2011 15:18,8/9/2011 15:42,7.56700003,-36.73453252,144.2900773,9.899999619,8/9/2011 15:36
11045_SO55973_222,e6a5e75d-5875-496f-8ca7-cd713586f646,8/8/2011 6:59,8/8/2011 7:46,6.791000022,-33.97658643,151.2304844,10,8/8/2011 7:00
11013_SO74908_222,d2805ba1-1039-415e-837d-740f76b01250,8/7/2011 17:29,8/7/2011 17:33,0.863000004,44.54592083,-122.9103901,9.899999619,8/7/2011 17:29
11066_SO66656_222,61a0ca49-9b5a-46bc-9af8-a774e221b136,8/5/2011 8:39,8/5/2011 9:09,8.473000005,44.55544281,-122.9121499,9.899999619,8/5/2011 8:46
11013_SO74908_222,7763dbe3-718d-4978-96ef-7f24f0b1ab61,8/4/2011 0:14,8/4/2011 0:18,0.684,44.5461697,-122.8786703,9.800000191,8/4/2011 0:18
11045_SO55973_222,34cbab0c-45fe-4f34-85eb-cb26b1649bba,7/31/2011 18:46,7/31/2011 19:29,15.27800005,-33.98747564,151.2270337,10,7/31/2011 18:55
11074_SO54893_222,325f1fee-3d2f-43ce-8ed0-2bbd4b672913,7/30/2011 14:30,7/30/2011 16:02,19.72100004,-31.94458264,115.9559972,10,7/30/2011 15:24
11013_SO74908_222,bdc943eb-cc48-4ba7-920a-2405fe3bbcda,7/29/2011 17:25,7/29/2011 17:25,0,44.55839157,-122.9083786,0,7/29/2011 17:25
11066_SO66656_222,2fd0d797-2af6-42c3-a313-64a3dae88b07,7/27/2011 19:30,7/27/2011 19:52,6.714000002,44.53593407,-122.9114125,10,7/27/2011 19:44
11013_SO74908_222,bd4735c0-8314-4315-a637-fd226201f68c,7/27/2011 17:54,7/27/2011 17:58,0.855000008,44.54796332,-122.9201431,7.400000095,7/27/2011 17:57
11013_SO74908_222,a2abdc96-1f7c-4ab2-a8aa-28ad71192117,7/26/2011 10:37,7/26/2011 10:37,0,44.54103088,-122.9088364,0,7/26/2011 10:37
11013_SO74908_222,39e96e5a-aa8e-49cf-9e87-010e20f3889a,7/26/2011 2:34,7/26/2011 2:34,0,44.54185867,-122.9027328,0,7/26/2011 2:34
11045_SO55973_222,1b9f25f6-175a-4ae3-9d18-982735f31372,7/26/2011 0:58,7/26/2011 1:50,9.63000004,-33.9879203,151.2297887,10,7/26/2011 1:13
11029_SO57294_222,a1c56e89-4b9c-426a-897a-1358d9c7d5a6,7/25/2011 10:39,7/25/2011 11:31,14.79100005,-36.75075123,144.2661121,10,7/25/2011 10:49
11013_SO74908_222,88e66cb4-cb3a-4fb6-bfef-fc774294fc7b,7/23/2011 18:49,7/23/2011 18:49,0.136000004,44.53526611,-122.8889465,9.800000191,7/23/2011 18:49
11013_SO74908_222,0c0c6d45-c5ad-4612-bbd1-062e383b2a0c,7/20/2011 11:08,7/20/2011 11:08,0,44.56417847,-122.9155502,0,7/20/2011 11:08
11074_SO54893_222,7d7dd831-2b47-49cc-aa58-d888a7569cc7,7/19/2011 14:22,7/19/2011 15:23,10.83400003,-31.955852,115.9383616,10,7/19/2011 14:34
11045_SO55973_222,d75d3f30-b5f2-40d4-b800-38dbbdaa99b9,7/18/2011 21:51,7/18/2011 22:32,11.47900002,-33.96356366,151.2235005,9.899999619,7/18/2011 22:26
11029_SO57294_222,b289b632-b9f0-48fb-9bd7-102ca33a126a,7/18/2011 17:29,7/18/2011 17:46,7.204000015,-36.75383833,144.2770239,10,7/18/2011 17:30
11013_SO74908_222,15b82020-69cd-4489-8072-638a50c804f0,7/15/2011 5:03,7/15/2011 5:03,0,44.54513931,-122.8892822,0,7/15/2011 5:03
11074_SO54893_222,011fa7b8-81cb-4624-a69f-0d08599e16c0,7/13/2011 20:28,7/13/2011 21:00,9.907000046,-31.96084945,115.920573,10,7/13/2011 20:51
11013_SO74908_222,ad52a70e-2b63-46f3-97aa-850be4352bd5,7/12/2011 14:43,7/12/2011 14:46,0.59599999,44.55093935,-122.8945813,9.5,7/12/2011 14:43
11045_SO55973_222,389b7103-4fbf-47d6-90c2-9e5fa75c3958,7/10/2011 16:36,7/10/2011 17:34,17.03400004,-33.9642877,151.2075479,10,7/10/2011 16:39
11066_SO66656_222,ffed858d-53c6-4ebd-b800-bdecf833e8d2,7/9/2011 9:09,7/9/2011 9:35,9.320000045,44.52208995,-122.9080602,9.899999619,7/9/2011 9:29
11029_SO57294_222,3b575689-f40e-4ac7-a56a-efa756da19d1,7/8/2011 19:50,7/8/2011 20:21,9.551000039,-36.77534631,144.2755412,10,7/8/2011 20:09
11074_SO54893_222,2ba0a2a7-ed25-41bc-b9a8-6a495d3a3e63,7/7/2011 9:04,7/7/2011 9:47,13.05300003,-31.93963538,115.9418301,10,7/7/2011 9:39
11013_SO74908_222,f46d7206-2b2c-46ec-9149-7d77099fc0f2,7/7/2011 2:20,7/7/2011 2:20,0,44.53239822,-122.8927917,0,7/7/2011 2:20
11013_SO74908_222,ac2f77de-7e9e-4766-a7a4-5e97a5a77ce4,7/4/2011 17:14,7/4/2011 17:23,1.980000017,44.53408023,-122.8985803,9.800000191,7/4/2011 17:15
11045_SO55973_222,3b91fbb8-636b-4a2b-81d2-a10822ed3014,7/1/2011 15:50,7/1/2011 16:08,6.85100003,-33.96705522,151.2106623,9.800000191,7/1/2011 15:59
11029_SO57294_222,b57b4ff6-a1cd-40c9-9f79-38a45a376657,7/1/2011 6:13,7/1/2011 7:12,15.08100002,-36.75722887,144.2685004,10,7/1/2011 6:29
11074_SO54893_222,0985bbe8-f92d-4009-9e61-0f5fb03f7d04,6/29/2011 9:45,6/29/2011 12:38,13.44700005,-31.95676225,115.9297327,10,6/29/2011 10:04
11013_SO74908_222,23340a48-2f15-4311-932b-54f223ac0426,6/29/2011 3:57,6/29/2011 3:57,0,44.55319977,-122.9020309,0,6/29/2011 3:57
11029_SO57294_222,9f3fddc3-0943-497b-ad56-37507d495626,6/27/2011 5:25,6/27/2011 6:13,15.76100005,-36.75163741,144.3007743,10,6/27/2011 5:27
11013_SO74908_222,ce4dad00-3dbd-4a09-bf7a-e14c0407f90e,6/27/2011 1:16,6/27/2011 1:24,0.834999998,44.53935356,-122.9149582,9,6/27/2011 1:22
11066_SO66656_222,66612de4-a1e1-4f29-8ad3-528e18bb2c82,6/26/2011 19:12,6/26/2011 19:34,6.338999981,44.52882183,-122.9012648,9.899999619,6/26/2011 19:29
11051_SO74253_222,e55af381-ba2a-44cc-81f7-1180e4ce9cfa,6/26/2011 12:37,6/26/2011 12:47,3.198000016,-26.79979562,153.1407506,9.899999619,6/26/2011 12:45
11074_SO54893_222,0e5f1097-11ce-4e44-8440-61ddfba0dd3b,6/22/2011 9:41,6/22/2011 11:22,18.08900008,-31.97669802,115.9288889,10,6/22/2011 10:49
11013_SO74908_222,707f07f6-add4-4e24-8d32-b8d59ca308e5,6/19/2011 15:42,6/19/2011 15:42,0,44.54116058,-122.8813019,0,6/19/2011 15:42
11066_SO66656_222,878854a7-4263-4442-9dae-048f17abc094,6/19/2011 13:35,6/19/2011 14:01,8.554000009,44.54033436,-122.9186413,9.899999619,6/19/2011 13:54
11051_SO74253_222,4df8110b-1cd9-498c-9578-f826aec5e368,6/19/2011 7:17,6/19/2011 7:43,4.312000015,-26.80448296,153.1322641,9.899999619,6/19/2011 7:36
11029_SO57294_222,b1433d80-3206-4809-846a-37be9e11e3b0,6/18/2011 13:44,6/18/2011 15:36,15.62900008,-36.75369209,144.2755658,10,6/18/2011 13:57
11045_SO55973_222,bfa041cc-ac65-46fa-bac5-a28c5ef67164,6/17/2011 20:27,6/17/2011 20:49,10.35400006,-33.96508935,151.2378313,9.899999619,6/17/2011 20:41
11051_SO74253_222,87289b6b-3c06-499f-b5c0-7c0319b428b9,6/15/2011 22:19,6/15/2011 22:38,3.484000009,-26.79341502,153.1265621,9.899999619,6/15/2011 22:23
11013_SO74908_222,e01e3a31-3aae-404b-b9af-99a77ce3d57a,6/15/2011 19:38,6/15/2011 19:38,0,44.54141998,-122.8911285,0,6/15/2011 19:38
11013_SO74908_222,492f3e61-a729-45cc-90a5-93eb8d8a68b0,6/13/2011 14:36,6/13/2011 14:43,1.617000017,44.53639611,-122.8874956,9.800000191,6/13/2011 14:40
11029_SO57294_222,d5f6f4ae-59ae-414e-bc74-199f4acf472a,6/12/2011 8:33,6/12/2011 9:13,12.94600007,-36.76303221,144.2634218,9.899999619,6/12/2011 8:33
11013_SO74908_222,fdc10038-867b-4bb6-8ff3-202939e3f291,6/12/2011 3:21,6/12/2011 3:21,0,44.55625153,-122.8919907,0,6/12/2011 3:21
11066_SO66656_222,0b995545-a022-40ce-9ad2-cc437edde946,6/11/2011 3:06,6/11/2011 3:42,10.86300002,44.53722403,-122.8997209,10,6/11/2011 3:36
11013_SO74908_222,3bcb39a2-e343-43d0-bd42-8d3bdc943e16,6/10/2011 21:06,6/10/2011 21:13,1.490000002,44.54900325,-122.8844832,10,6/10/2011 21:12
11074_SO54893_222,8190013f-ef76-47f1-9283-85a4df2d30d2,6/9/2011 8:52,6/9/2011 9:42,10.37200004,-31.9602797,115.9433419,10,6/9/2011 9:04
11051_SO74253_222,5570a6d8-ed38-4f34-8cdb-b25c98fef40f,6/9/2011 1:32,6/9/2011 1:45,3.460999995,-26.80150343,153.1476667,9.899999619,6/9/2011 1:39
11013_SO74908_222,ea826e59-3775-416b-8313-5a486a97e548,6/9/2011 0:58,6/9/2011 0:59,0.240999997,44.55526352,-122.9033497,9.699999809,6/9/2011 0:58
11045_SO55973_222,523c7da1-13eb-4e9a-98e9-63933fff2726,6/8/2011 4:24,6/8/2011 4:44,6.30600005,-33.96362856,151.2065808,9.800000191,6/8/2011 4:26
11029_SO57294_222,333fd379-2b82-41fa-abee-d4219ff76604,6/7/2011 9:04,6/7/2011 10:38,16.75900006,-36.7697451,144.2743471,10,6/7/2011 9:55
11013_SO74908_222,d6094cad-3ff3-43ee-a150-5d0f128c94d8,6/6/2011 3:47,6/6/2011 3:47,0,44.53514862,-122.8903198,0,6/6/2011 3:47
11013_SO74908_222,1fa06385-aed7-4e83-8bba-1de37e10cc88,6/4/2011 18:28,6/4/2011 18:39,1.852000013,44.54731953,-122.8970982,9.600000381,6/4/2011 18:35
11013_SO74908_222,4edbbdb1-40a8-49c3-bdcb-b7cc547665a7,6/3/2011 19:55,6/3/2011 19:55,0.160999998,44.54064178,-122.9032761,8.899999619,6/3/2011 19:55
11051_SO74253_222,2783c963-e979-45c9-b226-738e0bcbc32f,6/3/2011 10:49,6/3/2011 10:54,1.034000015,-26.80377734,153.1330685,9.5,6/3/2011 10:53
11066_SO66656_222,edd1dbd4-21e7-486b-aa70-a8cc7722f515,6/3/2011 5:57,6/3/2011 6:20,6.328999996,44.53631647,-122.9074853,10,6/3/2011 6:10
11029_SO57294_222,577a2ae2-0362-4c29-b216-8429071fdb65,6/2/2011 18:54,6/2/2011 19:55,17.58500003,-36.7580818,144.2812497,9.899999619,6/2/2011 18:56
11013_SO74908_222,e9598475-d400-441f-b2f4-8796264ac948,6/1/2011 5:59,6/1/2011 6:01,0.305000003,44.53324085,-122.9005644,8,6/1/2011 6:00
11074_SO54893_222,233a6153-1220-4534-ab3e-7710cb9cafac,5/30/2011 22:22,5/30/2011 23:15,13.81400002,-31.94162738,115.9453907,10,5/30/2011 22:54
